reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
3fcae87c-e81a-459c-aa46-7492dee9a810,Gaming Account,https://play-lh.googleusercontent.com/a/ACg8ocKhUEdN68IeLMuEjzwHvOYgMApDjNXde7tMJvggCPHfPvtlXA=mo,"saran untuk yang mau berlangganan untuk menonton film dan tidak ingin mendapatkan kerugian JANGAN BERLANGGANAN aplikasi Disney+ Hotsar ini. layar gelap tapi ada subtitle dan suaranya, resolusi tiba-tiba jadi kabur padahal udah berlangganan yang Full HD(1080) mana harga berlangganan nya 50ribuan lebih lagi, terus koneksi jaringan tiba-tiba naik turun sendiri padahal paket data baru dibeli dan tidak ada masalah jaringan dalam menonton YouTube buka media sosial dll. Tolong segera diperbaiki!!!",1,0,25.03.17.6,2025-04-07 01:08:24,"Hai, Terkait dengan kendala saat menonton, silakan kirimkan rinciannya melalui email ke disneyplus.id@hotstar.com disertai dengan nomor telepon, merek/tipe & versi OS perangkat, versi aplikasi, foto dari kendala, judul konten, dan nama provider jaringan, agar dapat kami periksa. Terima kasih.",2025-04-07 09:05:52,25.03.17.6
cfe11134-edd0-4ac6-9020-2e2556cd7a3f,Zaldi Deriansyah,https://play-lh.googleusercontent.com/a-/ALV-UjWRMBVdE8yvr5Led4fzOlCtJVBirVSXGyrgi8_vXMUMYA8MerHM,kenapa gbsa pake DANA lagi??,2,0,25.03.24.0,2025-04-07 00:40:16,"Hai! Terkait dengan kendala saat pembayaran langganan, silakan kirimkan rinciannya melalui email ke disneyplus.id@hotstar.com disertai dengan nomor telepon, metode pembayaran yang ingin kamu gunakan, paket langganan yang ingin kamu beli, dan foto dari kendala, agar dapat kami periksa. Terima kasih.",2025-04-07 09:01:38,25.03.24.0
a45573f0-5e5a-48ee-bc77-009d186e7be3,Muhamadabdul Gani,https://play-lh.googleusercontent.com/a/ACg8ocIPAT4RowxpOMebgVRjsPdFo5eXd9mY2DJSAuRKwQXubQjy9Q=mo,"sebelum nya aku ingin berterima kasih kepada pihak yang menyediakan aplikasi ini, karena film yang ada di aplikasi ini cukup banyak dan sangat seru di antara nya, aku cukup tertarik atas hal ini, tapi mohon untuk pihak penyedia aplikasi ini untuk memperbaiki masalah yang ada di dalam nya, tapi bagusnya masalah nya tidak terlalu banyak, aku hanya ingin memperbaiki masalah di mana saat aku ingin mengunduh film namun gagal itu tidak dapat di hapus atau diunduh ulang aku sangat kesal untuk hal itu:>",5,0,25.03.17.6,2025-04-06 18:22:58,,,25.03.17.6
3252f435-696c-4128-835d-1d71a6674758,dhimas albhie,https://play-lh.googleusercontent.com/a-/ALV-UjUhW54WosJeCZsLnYKmrvFjCYw2NdxLGStCFmk0xRATVPw6Llg,terlalu sering error,1,0,,2025-04-06 15:15:14,"Hai Dhimas, kami mohon maaf atas ketidaknyamanannya. Mohon informasikan kepada kami rincian kendala kamu melalui email di disneyplus.id@hotstar.com beserta nomor telepon yang terdaftar, merek, tipe & versi OS perangkat, versi Aplikasi Disney+ Hotstar, foto kendala, judul konten (season & episode), dan nama penyedia jaringan internet. Terima kasih.",2025-04-07 10:11:00,
72095179-e7ff-4c82-9183-bbafd2f28b4e,syaiful alam,https://play-lh.googleusercontent.com/a-/ALV-UjX9TryH2ED4vPB_RPV1AQv-cQElo8QUYCT5frWvifHTrV2_sOw,ok,5,0,25.03.17.6,2025-04-06 15:08:42,,,25.03.17.6
d11c2e69-db08-46c7-9e6e-e45c060bba78,Aja Team,https://play-lh.googleusercontent.com/a-/ALV-UjXGONu8BXQ5ogUVN5jf67ak-URqieXKb7I0Qw6kGz8uMHOQudQ,tidak ada gambar saat memutar film yang ingin di tonton🙏🙏🙏,2,0,25.03.24.0,2025-04-06 14:34:10,"Hai, mohon maaf atas ketidaknyamanannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor telepon langganan kamu, detail perangkat (merek, model & versi OS), versi Aplikasi Disney+ Hotstar, nama konten, nama penyedia jaringan internet, dan screenshot kendala yang dialami sehingga kami dapat membantu kamu. Terima kasih.",2025-04-07 08:46:22,25.03.24.0
44301763-7ae3-4e2f-a654-37d644ff8cf0,Moh Dandi Ali Akbar,https://play-lh.googleusercontent.com/a-/ALV-UjWcOUi7YE8PM8Zo9IHfUliyAl_v6Gh3Mc-zbsrV8h_DBHFL6zc,"sudah langganan tapi bari pakai beberapa hari, aplikasi tdk boaa digunakan... suara ada gambar hitam atau tdk ada.. trs loading trs ngk bisa keluar gambar segala cara dicoba tapi tidka bisa keluar gmbar",2,0,25.03.24.0,2025-04-06 13:59:44,"Hai, mohon maaf atas ketidaknyamanannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor telepon langganan kamu, detail perangkat (merek, model & versi OS), versi Aplikasi Disney+ Hotstar, nama konten, nama penyedia jaringan internet, dan screenshot kendala yang dialami sehingga kami dapat membantu kamu. Terima kasih.",2025-04-07 08:44:50,25.03.24.0
5ce026d4-105f-4373-8113-7c39f5daf88a,Jihann Realme,https://play-lh.googleusercontent.com/a-/ALV-UjWw7oay0glQh9CXoeRBtlgzpu2-oy6OHMw14ti12Mzzmzk8kXs,"Ga bisa login, udh masukkan nomor yg bener tpi g bisa karna kode negara ga sesuai. padahal di situ tertulis +62. Udh ku ikutin cara yg di tertulis dari aplikasi ini tpi tetap tidak bisa sedangkan aku lihat tutorial di YT rata² bisa. ini knp ya? padahal udh excited mau nonton",1,0,,2025-04-06 12:50:18,"Hai Jihann, mohon maaf atas ketidaknyamanan yang terjadi. Mohon untuk mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek, model, versi OS dari perangkat, versi aplikasi, dan foto/video pendek dari kendala ke email kami disneyplus.id@hotstar.com. Terima kasih.",2025-04-07 09:59:36,
03d327a6-1970-4ab0-8951-5a5565025f3c,HUNTER X,https://play-lh.googleusercontent.com/a-/ALV-UjVO6LfWo7PnlrxaEp7v2U2q528IGr7E7VBIzYBrSgkaUSNXLJw,sudah diakali berkali kali tapi kalo pake wifi rumah gk bisa giliran pake kuota bisa,1,0,25.03.24.0,2025-04-06 09:18:53,"Hai, kami mengerti atas ketidaknyamanannya. Mohon kirimkan rincian kendala ke email kami di disneyplus.id@hotstar.com dengan menyertakan nomor telepon kamu yang terdaftar di Disney+ Hotstar, foto/screenshot dari kendala yang dialami, serta nama penyedia jaringan internet kamu untuk memperoleh bantuan lebih lanjut. Terima kasih.",2025-04-07 11:17:15,25.03.24.0
460d51b8-3a49-43af-9d1e-60eef5ff3608,MAKMUR JAYAINDO SELARAS,https://play-lh.googleusercontent.com/a/ACg8ocLLf20MOfZvo38d8iK7v9qwAHFx78mEh_yPVuPlVRMgLAISUA=mo,aplikasi jelek.,1,0,12.4.9,2025-04-06 08:28:01,,,12.4.9
